layer,type,v_min,v_max,abs_max,int_bits,Q,scale,max_repr,overflow,format,num_bits
mobilevit.encoder.layer.3.transformer.layer.1.output.dense,Linear,-3.0479,3.57176,3.57176,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.1.output.dropout,Dropout,-3.0479,3.57176,3.57176,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.1.output,MobileViTOutput,-7.9658,7.16567,7.9658,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.1,MobileViTTransformerLayer,-7.9658,7.16567,7.9658,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.2.layernorm_before,LayerNorm,-1.81669,1.75726,1.81669,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.3.transformer.layer.2.attention.attention.query,Linear,-5.7384,5.55008,5.7384,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.2.attention.attention.key,Linear,-6.12197,4.77891,6.12197,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.2.attention.attention.value,Linear,-3.49905,3.62953,3.62953,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.2.attention.attention.dropout,Dropout,0.0,0.98698,0.98698,1,31,4.656612873077393e-10,1.0,False,Q0.31,32
mobilevit.encoder.layer.3.transformer.layer.2.attention.attention,MobileViTSelfAttention,-2.12799,2.52388,2.52388,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.2.attention.output.dense,Linear,-2.81859,2.98918,2.98918,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.2.attention.output.dropout,Dropout,-2.81859,2.98918,2.98918,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.2.attention.output,MobileViTSelfOutput,-2.81859,2.98918,2.98918,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.2.attention,MobileViTAttention,-2.81859,2.98918,2.98918,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.2.layernorm_after,LayerNorm,-4.35556,2.82737,4.35556,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.2.intermediate.dense,Linear,-8.78147,5.34805,8.78147,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.3.transformer.layer.2.intermediate.intermediate_act_fn,SiLUActivation,-0.27846,5.32273,5.32273,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.2.intermediate,MobileViTIntermediate,-0.27846,5.32273,5.32273,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.2.output.dense,Linear,-5.85354,6.09701,6.09701,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.2.output.dropout,Dropout,-5.85354,6.09701,6.09701,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.2.output,MobileViTOutput,-9.49832,9.97096,9.97096,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.3.transformer.layer.2,MobileViTTransformerLayer,-9.49832,9.97096,9.97096,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.3.transformer.layer.3.layernorm_before,LayerNorm,-2.09854,1.86795,2.09854,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.3.attention.attention.query,Linear,-4.76735,4.943,4.943,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.3.attention.attention.key,Linear,-5.08328,5.84514,5.84514,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.3.attention.attention.value,Linear,-3.22532,2.77358,3.22532,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.3.attention.attention.dropout,Dropout,0.0,0.932,0.932,1,31,4.656612873077393e-10,1.0,False,Q0.31,32
mobilevit.encoder.layer.3.transformer.layer.3.attention.attention,MobileViTSelfAttention,-2.30016,1.94533,2.30016,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.3.attention.output.dense,Linear,-2.85731,3.30206,3.30206,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.3.attention.output.dropout,Dropout,-2.85731,3.30206,3.30206,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.3.attention.output,MobileViTSelfOutput,-2.85731,3.30206,3.30206,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.3.attention,MobileViTAttention,-2.85731,3.30206,3.30206,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.3.layernorm_after,LayerNorm,-3.7933,2.89682,3.7933,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.transformer.layer.3.intermediate.dense,Linear,-9.06008,5.28154,9.06008,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.3.transformer.layer.3.intermediate.intermediate_act_fn,SiLUActivation,-0.27846,5.25482,5.25482,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.3.intermediate,MobileViTIntermediate,-0.27846,5.25482,5.25482,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.transformer.layer.3.output.dense,Linear,-9.63624,17.64873,17.64873,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.3.transformer.layer.3.output.dropout,Dropout,-9.63624,17.64873,17.64873,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.3.transformer.layer.3.output,MobileViTOutput,-15.42174,18.94748,18.94748,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.3.transformer.layer.3,MobileViTTransformerLayer,-15.42174,18.94748,18.94748,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.3.transformer,MobileViTTransformer,-15.42174,18.94748,18.94748,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.3.layernorm,LayerNorm,-1.18883,0.97355,1.18883,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.3.conv_projection.convolution,Conv2d,-2.26556,2.53202,2.53202,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.conv_projection.normalization,BatchNorm2d,-3.50029,3.40501,3.50029,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.conv_projection.activation,SiLUActivation,-0.27846,3.29557,3.29557,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.conv_projection,MobileViTConvLayer,-0.27846,3.29557,3.29557,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.fusion.convolution,Conv2d,-17.34546,13.5585,17.34546,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.3.fusion.normalization,BatchNorm2d,-4.4359,3.44246,4.4359,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.3.fusion.activation,SiLUActivation,-0.27846,3.33576,3.33576,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3.fusion,MobileViTConvLayer,-0.27846,3.33576,3.33576,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.3,MobileViTLayer,-0.27846,3.33576,3.33576,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.downsampling_layer.expand_1x1.convolution,Conv2d,-4.85208,3.03879,4.85208,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.downsampling_layer.expand_1x1.normalization,BatchNorm2d,-12.22214,17.84198,17.84198,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.4.downsampling_layer.expand_1x1.activation,SiLUActivation,-0.27846,17.84198,17.84198,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.4.downsampling_layer.expand_1x1,MobileViTConvLayer,-0.27846,17.84198,17.84198,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.4.downsampling_layer.conv_3x3.convolution,Conv2d,-7.52829,3.3216,7.52829,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.downsampling_layer.conv_3x3.normalization,BatchNorm2d,-5.29862,6.52085,6.52085,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.downsampling_layer.conv_3x3.activation,SiLUActivation,-0.27846,6.51127,6.51127,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.downsampling_layer.conv_3x3,MobileViTConvLayer,-0.27846,6.51127,6.51127,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.downsampling_layer.reduce_1x1.convolution,Conv2d,-5.79336,7.98006,7.98006,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.downsampling_layer.reduce_1x1.normalization,BatchNorm2d,-2.24958,2.17558,2.24958,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.downsampling_layer.reduce_1x1,MobileViTConvLayer,-2.24958,2.17558,2.24958,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.downsampling_layer,MobileViTInvertedResidual,-2.24958,2.17558,2.24958,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.conv_kxk.convolution,Conv2d,-14.14523,17.03346,17.03346,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.4.conv_kxk.normalization,BatchNorm2d,-4.12916,5.63981,5.63981,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.conv_kxk.activation,SiLUActivation,-0.27846,5.61984,5.61984,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.conv_kxk,MobileViTConvLayer,-0.27846,5.61984,5.61984,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.conv_1x1.convolution,Conv2d,-7.81977,6.70239,7.81977,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.conv_1x1,MobileViTConvLayer,-7.81977,6.70239,7.81977,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.0.layernorm_before,LayerNorm,-1.17687,1.15419,1.17687,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.4.transformer.layer.0.attention.attention.query,Linear,-4.65203,4.79949,4.79949,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.0.attention.attention.key,Linear,-4.51364,4.33089,4.51364,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.0.attention.attention.value,Linear,-1.64242,1.62302,1.64242,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.4.transformer.layer.0.attention.attention.dropout,Dropout,0.0,0.98581,0.98581,1,31,4.656612873077393e-10,1.0,False,Q0.31,32
mobilevit.encoder.layer.4.transformer.layer.0.attention.attention,MobileViTSelfAttention,-1.28041,1.45522,1.45522,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.4.transformer.layer.0.attention.output.dense,Linear,-3.0872,2.293,3.0872,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.transformer.layer.0.attention.output.dropout,Dropout,-3.0872,2.293,3.0872,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.transformer.layer.0.attention.output,MobileViTSelfOutput,-3.0872,2.293,3.0872,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.transformer.layer.0.attention,MobileViTAttention,-3.0872,2.293,3.0872,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.transformer.layer.0.layernorm_after,LayerNorm,-4.85169,2.53848,4.85169,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.0.intermediate.dense,Linear,-8.67472,5.00686,8.67472,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.4.transformer.layer.0.intermediate.intermediate_act_fn,SiLUActivation,-0.27846,4.97358,4.97358,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.0.intermediate,MobileViTIntermediate,-0.27846,4.97358,4.97358,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.0.output.dense,Linear,-4.45933,7.24846,7.24846,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.0.output.dropout,Dropout,-4.45933,7.24846,7.24846,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.0.output,MobileViTOutput,-8.00681,10.06393,10.06393,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.4.transformer.layer.0,MobileViTTransformerLayer,-8.00681,10.06393,10.06393,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.4.transformer.layer.1.layernorm_before,LayerNorm,-1.51359,1.52915,1.52915,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.4.transformer.layer.1.attention.attention.query,Linear,-5.16138,6.30614,6.30614,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.1.attention.attention.key,Linear,-4.83185,4.46979,4.83185,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.1.attention.attention.value,Linear,-2.39485,2.52152,2.52152,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.transformer.layer.1.attention.attention.dropout,Dropout,0.0,0.99818,0.99818,1,31,4.656612873077393e-10,1.0,False,Q0.31,32
mobilevit.encoder.layer.4.transformer.layer.1.attention.attention,MobileViTSelfAttention,-1.84821,2.05978,2.05978,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.transformer.layer.1.attention.output.dense,Linear,-3.40759,2.35416,3.40759,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.transformer.layer.1.attention.output.dropout,Dropout,-3.40759,2.35416,3.40759,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.transformer.layer.1.attention.output,MobileViTSelfOutput,-3.40759,2.35416,3.40759,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.transformer.layer.1.attention,MobileViTAttention,-3.40759,2.35416,3.40759,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.transformer.layer.1.layernorm_after,LayerNorm,-4.26006,3.04066,4.26006,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.1.intermediate.dense,Linear,-11.27719,5.71264,11.27719,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.4.transformer.layer.1.intermediate.intermediate_act_fn,SiLUActivation,-0.27846,5.69383,5.69383,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.1.intermediate,MobileViTIntermediate,-0.27846,5.69383,5.69383,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.1.output.dense,Linear,-5.68322,6.93715,6.93715,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.1.output.dropout,Dropout,-5.68322,6.93715,6.93715,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.1.output,MobileViTOutput,-9.43507,15.41893,15.41893,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.4.transformer.layer.1,MobileViTTransformerLayer,-9.43507,15.41893,15.41893,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.4.transformer.layer.2.layernorm_before,LayerNorm,-1.76989,1.68871,1.76989,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.4.transformer.layer.2.attention.attention.query,Linear,-5.73115,4.89895,5.73115,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.2.attention.attention.key,Linear,-5.02613,5.06763,5.06763,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.2.attention.attention.value,Linear,-3.59787,3.42167,3.59787,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.transformer.layer.2.attention.attention.dropout,Dropout,0.0,0.99648,0.99648,1,31,4.656612873077393e-10,1.0,False,Q0.31,32
mobilevit.encoder.layer.4.transformer.layer.2.attention.attention,MobileViTSelfAttention,-2.62062,2.38645,2.62062,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.transformer.layer.2.attention.output.dense,Linear,-4.50149,6.15355,6.15355,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.2.attention.output.dropout,Dropout,-4.50149,6.15355,6.15355,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.2.attention.output,MobileViTSelfOutput,-4.50149,6.15355,6.15355,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.2.attention,MobileViTAttention,-4.50149,6.15355,6.15355,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.2.layernorm_after,LayerNorm,-3.68124,3.34419,3.68124,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.transformer.layer.2.intermediate.dense,Linear,-10.7004,6.36443,10.7004,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.4.transformer.layer.2.intermediate.intermediate_act_fn,SiLUActivation,-0.27846,6.35349,6.35349,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.2.intermediate,MobileViTIntermediate,-0.27846,6.35349,6.35349,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.encoder.layer.4.transformer.layer.2.output.dense,Linear,-10.45129,13.82829,13.82829,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.4.transformer.layer.2.output.dropout,Dropout,-10.45129,13.82829,13.82829,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
mobilevit.encoder.layer.4.transformer.layer.2.output,MobileViTOutput,-12.69681,24.98899,24.98899,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.4.transformer.layer.2,MobileViTTransformerLayer,-12.69681,24.98899,24.98899,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.4.transformer,MobileViTTransformer,-12.69681,24.98899,24.98899,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.4.layernorm,LayerNorm,-1.18576,1.62503,1.62503,2,30,9.313225746154785e-10,2.0,False,Q1.30,32
mobilevit.encoder.layer.4.conv_projection.convolution,Conv2d,-2.69232,1.94017,2.69232,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.conv_projection.normalization,BatchNorm2d,-2.37567,2.55185,2.55185,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.conv_projection.activation,SiLUActivation,-0.27846,2.36735,2.36735,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.conv_projection,MobileViTConvLayer,-0.27846,2.36735,2.36735,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.fusion.convolution,Conv2d,-21.16089,15.69217,21.16089,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.encoder.layer.4.fusion.normalization,BatchNorm2d,-3.00377,2.64289,3.00377,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.fusion.activation,SiLUActivation,-0.27846,2.46732,2.46732,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4.fusion,MobileViTConvLayer,-0.27846,2.46732,2.46732,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.encoder.layer.4,MobileViTLayer,-0.27846,2.46732,2.46732,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
mobilevit.conv_1x1_exp.convolution,Conv2d,-4.20418,3.89309,4.20418,4,28,3.725290298461914e-09,8.0,False,Q3.28,32
mobilevit.conv_1x1_exp.normalization,BatchNorm2d,-31.26769,26.28299,31.26769,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.conv_1x1_exp.activation,SiLUActivation,-0.27846,26.28299,26.28299,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
mobilevit.conv_1x1_exp,MobileViTConvLayer,-0.27846,26.28299,26.28299,6,26,1.4901161193847656e-08,32.0,False,Q5.26,32
dropout,Dropout,-0.27473,3.56611,3.56611,3,29,1.862645149230957e-09,4.0,False,Q2.29,32
classifier,Linear,-7.96642,14.68982,14.68982,5,27,7.450580596923828e-09,16.0,False,Q4.27,32
